"OBJECTID","CNN","STREETNAME","FROM_ST","TO_ST","FACILITY_T","DIRECT","SURFACE_TR","BARRIER","NOTES","DIR","DOUBLE","FY","QTR","STREET_","LENGTH","NUMBER_","INSTALL_MO","UPDATE_YR","UPDATE_MO","INSTALL_YR","GLOBALID","SYMBOLOGY","SHARROW","BUFFERED","RAISED","CONTRAFLOW","GREENWAVE","BIAP","SM_SWEEPER","shape","RECOMMENDATION"
"104","10565000","POLK ST","SUTTER ST","FERN ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","0","0","Polk St","0.03255464","25",,"2,019","5","2004",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.420116074 37.787756653, -122.420210435 37.788222701)","3"
"5215","145000","2ND ST","SOUTH PARK","DE BOOM ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.01778919","11",,"2,021","5","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.392841608 37.7824571, -122.392612645 37.782274049)","3"
"4872","2158201","ALEMANY BLVD","ROUSSEAU ST","CONGDON ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","1","0","0","Alemany Blvd","0.19254125","45",,"0",,"2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.429570698 37.731039888, -122.428372053 37.731386259, -122.428163628 37.731417366, -122.427974096 37.731408598, -122.427524496 37.731360562, -122.426161767 37.731168532)","3"
"543","774000","17TH ST","MISSOURI ST","TEXAS ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","2,017","3","17th St","0.05293761","0","3","2,024","6","2017",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.395806778 37.765188633, -122.39677089 37.765130496)","3"
"4666","13071000","VALENCIA ST","22ND ST","23RD ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","S","1","0","0","Valencia St","0.11008962","45",,"2,025","5","1996",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.420964092 37.755294782, -122.420812136 37.753703094)","3"
"11204","2754000","BATTERY ST","CALIFORNIA ST","HALLECK ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"N","0","0","0","Battery St","0.03385481","11",,"2,023","1","2010",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.399958736 37.793209102, -122.40005826 37.793693588)","3"
"10573","13403000","WASHINGTON ST","THE EMBARCADERO","DRUMM ST","CLASS IV","2W",,"PARKING; SAFE-HIT POSTS",,"E",,,,"Washington Street","0.08834202",,"3",,,"2022",,"SEPARATED BIKEWAY","0","YES","NO","NO","NO","NO","NO","LINESTRING (-122.39540527 37.796682896, -122.395842402 37.796551679, -122.396490944 37.796459567, -122.396957839 37.79634686)","1"
"1606","13061000","VALENCIA ST","17TH ST","CLARION AL","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","S","1","0","0","Valencia St","0.02648756","45",,"2,025","5","1984",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","N/A","LINESTRING (-122.421731521 37.763299768, -122.421694847 37.762916815)","3"
"5227","12721000","TURK ST","LARKIN ST","DODGE PL","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"W","0",,,"Turk St","0.0196892",,"4",,,"2018",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.416982995 37.782420417, -122.41733888 37.782378944)","3"
"132","7041000","HOWARD ST","5TH ST","MARY ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.06069081","30",,"2,019","3","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.404933347 37.781499509, -122.40571874 37.780878374)","3"
"4632","2812000","BAYSHORE BLVD","WAYLAND ST","WOOLSEY ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","Bayshore Blvd","0.08893335","25",,"0",,"2014",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.401822426 37.726775261, -122.40147124 37.725516289)","3"
"212","787000","17TH ST","HAMPSHIRE ST","BRYANT ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1","0","0","17th St","0.10651089","40",,"2,018","5","2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.408423988 37.764427172, -122.410363748 37.764309985)","3"
"1000","5685000","FOLSOM ST","12TH ST","13TH ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E","0","0","0","Folsom St","0.09574535","3",,"2,018","3","1971",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.414996655 37.770896109, -122.415308454 37.770358754, -122.415577016 37.76959116)","3"
"11212","2762000","BATTERY ST","PACFIC AVE","BROADWAY","CLASS IV","1W",,"SAFE-HIT POSTS",,"S",,,,"Battery St","0.06468249",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.400876382 37.79765914, -122.401064499 37.798585054)","3"
"2484","2752000","BATTERY ST","BUSH ST","PINE ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"S","0","0","0","Battery St","0.06508515","11",,"2,023","1","2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.39957203 37.791326533, -122.399763353 37.792257948)","3"
"2466","5452000","FELL ST","BRODERICK ST","BAKER ST","CLASS IV","1W","GREEN PAINT","CONCRETE; SAFE-HIT POSTS",,"W","0","0","0","Fell St","0.09123098","170",,"2,017","1","2003",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.439276798 37.77384712, -122.440921792 37.773635296)","3"
"3058","146000","2ND ST","DE BOOM ST","BRANNAN ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.04158199","11",,"2,021","5","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.392612645 37.782274049, -122.392077449 37.78184617)","3"
"3706","374001","7TH ST","I-80 E OFF-RAMP","I-80 E OFF-RAMP","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","0","0","7th St","0.04290712","23",,"2,020","7","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.405443791 37.774835102, -122.404890657 37.774394327)","3"
"3732","7046000","HOWARD ST","MOSS ST","7TH ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.0428389","23",,"2,018","12","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.408832677 37.778415536, -122.409387006 37.777977087)","3"
"12492","8052101","LAKE MERCED BLVD","BROTHERHOOD WY","LAKE MERCED HILL","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"S","1","0","0","Lake Merced Blvd","0.23297585","885","1","2,026","1","2025",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.485228935 37.714694513, -122.485383501 37.711318668)","3"
"661","13063000","VALENCIA ST","SYCAMORE ST","18TH ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","S","1","0","0","Valencia St","0.06072296","45",,"2,025","5","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","N/A","LINESTRING (-122.421662477 37.762578832, -122.421578401 37.761700909)","3"
"860","382000","7TH ST","IRWIN ST","HUBBELL ST","CLASS IV","2W",,"PARKING; SAFE-HIT POSTS",,"S","1","0","0","7th St","0.05966384","23",,"2,019","7","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.397422411 37.768438135, -122.396653409 37.767825156)","3"
"7042","9874001","OCTAVIA ST","MARKET ST","WALLER ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","Octavia St","0.02009651","32",,"2,019","5","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.423619523 37.771716962, -122.423677775 37.77200466)","0"
"50","13056000","VALENCIA ST","BROSNAN ST","14TH ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","1","0","0","Valencia St","0.04250077","45",,"2,019","5","1999",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.422258155 37.768754144, -122.422199174 37.768139683)","3"
"4698","13067000","VALENCIA ST","20TH ST","LIBERTY ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","S","1","0","0","Valencia St","0.05513847","45",,"2,025","5","1996",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.421271729 37.758498508, -122.421193865 37.757701417)","3"
"11202","2752000","BATTERY ST","BUSH ST","PINE ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"N","0","0","0","Battery St","0.06508515","11",,"2,023","1","2010",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.39957203 37.791326533, -122.399763353 37.792257948)","3"
"7364","5457000","FELL ST","ASHBURY ST","CLAYTON ST","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"W","0","2,020",,"Fell St","0.09127955",,"8",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.447497245 37.772790454, -122.449143173 37.772578917)","3"
"1830","4846201","DIVISION ST","POTRERO AV","11TH ST","CLASS IV","2W",,"CONCRETE",,"E","1","0","0","Division St","0.16144612","25",,"2,017","5","2010",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.408007204 37.76924401, -122.408551358 37.769252189, -122.409257953 37.769220623, -122.409540431 37.769235056, -122.410756184 37.769422342, -122.410931088 37.769411191)","3"
"2844","11475000","SAN JOSE AVE ON RAMP","ROUSSEAU ST","SAN JOSE AVE ON RAMP","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E","0","2,014","4","San Jose Ave","0.11918354","11",,"2,014",,"2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.432172318 37.732969607, -122.431261563 37.733505438, -122.4303685 37.733932558)","3"
"3545","13067000","VALENCIA ST","20TH ST","LIBERTY ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","N","0","0","0","Valencia St","0.05513847","45",,"2,025","5","1996",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.421271729 37.758498508, -122.421193865 37.757701417)","3"
"12176","8049201","LAKE MERCED BLVD","FONT BLVD","HIGUERA AV","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"N","1","0","0","Lake Merced Blvd","0.37428902","885","3",,,"2024",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.485075178 37.723999727, -122.485121602 37.723166337, -122.485143214 37.722904399, -122.485118046 37.721263819)",
"11219","2758000","BATTERY ST","CLAY ST","MERCHANT ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"N",,,,"Battery St","0.0303694",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.400342539 37.795018149, -122.400425891 37.795453497)","3"
"12169","8044000","LAKE MERCED BLVD","BERKSHIRE WY","SUNSET BLVD","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"E","1","0","0","Lake Merced Blvd","0.35523942","885","3",,,"2024",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.498001637 37.731277833, -122.498060255 37.731164586, -122.497870693 37.730730211, -122.497353647 37.72966838, -122.497232897 37.729489768, -122.497017439 37.729302534, -122.496699149 37.729123861, -122.496357484 37.729034208, -122.496034819 37.729012405, -122.49568823 37.729059182, -122.493469933 37.729596664)","3"
"7367","5453000","FELL ST","BAKER ST","LYON ST","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"W","0","2,020",,"Fell St","0.09111831",,"8",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.440921792 37.773635296, -122.44256485 37.773424225)","3"
"816","382000","7TH ST","IRWIN ST","HUBBELL ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","7th St","0.05966384","23",,"2,019","7","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.397422411 37.768438135, -122.396653409 37.767825156)","3"
"5079","785000","17TH ST","UTAH ST","POTRERO AVE","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","17th St","0.05439202","40",,"2,018","5","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.406429155 37.764547654, -122.407419738 37.76448783)","3"
"8002","5656000","FOLSOM ST","GROTE PL","1ST ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","1","0","0","Folsom St","0.04009944","30",,"2,020","12","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.39396192 37.7877083, -122.394481274 37.787298215)","3"
"7693","2864000","BEALE ST","MISSION ST","HOWARD ST","CLASS IV","1W",,"PARKING; SAFE-HIT POSTS",,"S","0",,,"Beale St","0.11930897",,"12",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.395813422 37.791152808, -122.394276228 37.789926231)","3"
"666","7989201","LAGUNA HONDA BLVD","CLARENDON AV","PLAZA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","Laguna Honda Blvd","0.20694276","65",,"2,017","6","1999",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.461523603 37.751503561, -122.461093377 37.750940736, -122.460588417 37.749899955, -122.460424104 37.749704775, -122.459940569 37.749247839, -122.459625717 37.748941672)","3"
"625","2155000","ALEMANY BLVD","ALEMANY BLVD OFF RAMP","INDUSTRIAL ST OFF RAMP","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","Alemany Blvd","0.12084864","45",,"2,021","1","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.408789648 37.736997132, -122.409006182 37.736434762, -122.409217061 37.736024357, -122.409523486 37.735658351, -122.409783242 37.735466961)","3"
"2779","13069000","VALENCIA ST","21ST ST","HILL ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","S","1","0","0","Valencia St","0.0553464","45",,"2,025","5","1996",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.42111754 37.75690201, -122.421041141 37.756101806)","3"
"2995","2801103","BAYSHORE BLVD","MARENGO ST","INDUSTRIAL ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","1","0","0","Bayshore Blvd","0.03485564","70",,"2,023","9","2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.406990758 37.738467226, -122.406910504 37.737965867)","3"
"148","3693101","CARGO WAY","ILLINOIS ST","MENDELL ST","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"W","0","0","0","Cargo Way","0.19912581","44",,,,"2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.38311822 37.743883336, -122.383286538 37.743904904, -122.386098874 37.745512844)","3"
"11216","2761000","BATTERY ST","JACKSON ST","PACIFIC AVE","CLASS IV","1W",,"SAFE-HIT POSTS",,"S",,,,"Battery St","0.06131787",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.400694544 37.796781843, -122.400876382 37.79765914)","3"
"926","9760000","OAK ST","SCOTT ST","DIVISADERO ST","CLASS IV","1W","GREEN PAINT","CONCRETE; SAFE-HIT POSTS",,"E","0","0","0","Oak St","0.09266533","45",,"2,017","1","2013",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.43742294 37.773133493, -122.435751499 37.773345713)","3"
"2000","12550202","THE EMBARCADERO","HARRISON ST","FOLSOM ST","CLASS IV","2W",,"PARKING; SAFE-HIT POSTS",,"N","1","0","0","The Embarcadero","0.12050805","60",,"2,020","9","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.388481187 37.789571918, -122.390013178 37.790826904)","3"
"4852","410000","8TH ST","TEHAMA ST","CLEMENTINA ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","0","2,017","4","8th St","0.03557851","30",,"2,017","5","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.411069442 37.775793804, -122.410610729 37.775428353)","3"
"111","13053000","VALENCIA ST","MC COPPIN ST","DUBOCE AV","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","1","0","0","Valencia St","0.11946283","40",,"2,019","5","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.422526343 37.771595103, -122.422364819 37.769867698)","3"
"807","378000","7TH ST","KING ST","BERRY ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","7th St","0.06061815","23",,"2,019","7","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.400804277 37.771137788, -122.400022816 37.770515108)","3"
"2616","2803000","BAYSHORE BLVD","HELENA ST","AUGUSTA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","Bayshore Blvd","0.15631976","25",,"0",,"2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.406703836 37.736308604, -122.406618861 37.735896874, -122.406454646 37.735510813, -122.405494571 37.734287051)","3"
"1589","12560201","THE EMBARCADERO","BAY ST","NORTH POINT ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","0","0","The Embarcadero","0.0999757","50",,"2,017","6","1998",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.405726664 37.806644587, -122.405967102 37.80675445, -122.407301071 37.807380069)","3"
"4330","7052000","HOWARD ST","9TH ST","WASHBURN ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.03263744","60",,"2,018","12","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.413161109 37.774991752, -122.413586546 37.774660227)","3"
"4580","5656000","FOLSOM ST","GROTE PL","1ST ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","0","0","Folsom St","0.04009944","30",,"2,020","12","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.39396192 37.7877083, -122.394481274 37.787298215)","3"
"2075","3240101","BROTHERHOOD WAY","ARCH ST","JUNIPERO SERRA BLVD ON RAMP","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1","0","0","Brotherhood Way","0.19600923","65",,"2,021","5","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.467072691 37.712421872, -122.467201128 37.712361375, -122.468008857 37.712336487, -122.468747825 37.712415682, -122.46930676 37.712526415)","0"
"766","4985000","DUBOCE AVE","CHURCH ST","FILLMORE ST","CLASS IV","2W","GREEN PAINT","CONCRETE",,"W","0","0","0","Duboce Ave","0.04270422","47",,"2,012","5","0",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.429127986 37.769456129, -122.429905643 37.769407922)","3"
"4421","305000","5TH ST","WELSH ST","BRANNAN ST","CLASS IV","2W",,"PARKING; SAFE-HIT POSTS",,"N","0","0","0","5th St","0.07817495","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.399762585 37.777371995, -122.39875545 37.776568382)","3"
"727","8753201","MARKET ST","LARKIN ST","POLK ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,,"0","0","0","Market St","0.09330127","50",,"2,011","5","2002",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.416291702 37.777493842, -122.417501462 37.776540894)","3"
"6722","10168000","PAGE ST","FRANKLIN ST","MARKET ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"W","0",,,"Page St","0.02803191",,"2",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.420254279 37.774358675, -122.420759893 37.774294398)","3"
"856","135000","2ND ST","HOWARD ST","TEHAMA ST","CLASS IV","2W","GREEN PAINT","CONCRETE; SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.04285689","11",,"2,019","4","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.398256963 37.78677895, -122.397704485 37.786338615)","3"
"963","10612201","PORTOLA DR","BURNETT AV","UNNAMED #19","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","Portola Dr","0.1013712","525",,"0",,"2011",,"SEPARATED BIKEWAY","0","YES","NO","NO","NO","NO","N/A","LINESTRING (-122.444847226 37.746945373, -122.445049935 37.747014593, -122.446186006 37.746842571, -122.446648368 37.746760187)","3"
"4261","307000","5TH ST","BLUXOME ST","TOWNSEND ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.05923995","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.397969477 37.775941221, -122.397206309 37.775332244)","3"
"2339","13076000","VALENCIA ST","ARMY ST","TIFFANY AV","CLASS IV","2W","GREEN PAINT","PARKING",,"N","0","0","0","Valencia St","0.10715693","45",,"2,017","3","1997",,"SEPARATED BIKEWAY","1","NO","YES","NO","NO","NO","NO","LINESTRING (-122.420278831 37.748125284, -122.420130343 37.746576031)","3"
"92","10560000","POLK ST","MYRTLE ST","GEARY ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","1","0","0","Polk St","0.03218238","20",,"2,019","5","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.419638989 37.785433036, -122.419738735 37.785892901)","3"
"3321","12718000","TURK ST","LEAVENWORTH ST","JONES ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"W","0",,,"Turk St","0.09103512",,"4",,,"2018",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.412411747 37.783004079, -122.414053765 37.782794446)","3"
"3538","2806000","BAYSHORE BLVD","THORNTON AV","QUINT ST","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"S","0","0","0","Bayshore Blvd","0.05614585","25",,"2,017","8","2014",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.403400462 37.730658352, -122.403021621 37.729901902)","3"
"1687","4842000","DIVISION ST","VERMONT ST","SAN BRUNO AV","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"W","1","0","0","Division St","0.05209567","45",,"2,016","12","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.404990206 37.769714507, -122.405939204 37.76965901)","3"
"2830","5670000","FOLSOM ST","RUSS ST","SHERMAN ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","2,014","0","Folsom St","0.0224187","23",,"2,018","1","2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40672447 37.777628934, -122.407014751 37.777399633)","3"
"834","132000","2ND ST","MISSION ST","MINNA ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.04188166","11",,"2,019","4","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.399798024 37.788007161, -122.399255049 37.787579278)","3"
"3733","773000","17TH ST","TEXAS ST","MISSISSIPPI ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","1","2,017","3","17th St","0.05370108","0","3","2,024","6","2017",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.39482876 37.7652476, -122.395806778 37.765188633)","3"
"4824","7167000","ILLINOIS ST","18TH ST","19TH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","Illinois St","0.08851557","5","6","2,021","1","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.387794796 37.763107217, -122.387690005 37.761826479)","3"
"3044","10546000","POLK ST","HAYES ST","MARKET ST","CLASS IV","1W","GREEN PAINT","CONCRETE",,"N","1","2,014","4","Polk St","0.07805976","25",,"2,014",,"2010",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","YES","LINESTRING (-122.418043167 37.777511711, -122.417896785 37.776807497, -122.417799571 37.776697563, -122.417501462 37.776540894)","3"
"2751","290000","5TH ST","STEVENSON ST","JESSIE ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.0230955","11",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.407482812 37.783528918, -122.407184628 37.783291992)","3"
"3350","2807000","BAYSHORE BLVD","QUINT ST","DONNER AV","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","0","0","0","Bayshore Blvd","0.04036286","25",,"0",,"2014",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.403021621 37.729901902, -122.402752244 37.729357164)","3"
"2303","784000","17TH ST","SAN BRUNO AVE","UTAH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1","0","0","17th St","0.05302755","40",,"2,024","6","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.40546342 37.764605969, -122.406429155 37.764547654)","3"
"11211","2761000","BATTERY ST","JACKSON ST","PACIFIC AVE","CLASS IV","1W",,"SAFE-HIT POSTS",,"N",,,,"Battery St","0.06131787",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.400694544 37.796781843, -122.400876382 37.79765914)","3"
"730","2769000","BATTERY ST","GREENWICH","THE EMBARCADERO","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","1",,,"Battery St","0.06016497",,"8",,,"2019",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.401980674 37.803239594, -122.402116037 37.803879458, -122.401973427 37.80407225)","1"
